LINE_NAME,MODEL_CODE,KITTING_LIST, TEMP_SERIAL,PCBID, OPTICAL,OPTICAL2, LENID, INSERT_DT
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTTESTTEST;TESTTEST22222;TEST3333TEST;OLTESTSTESTTSET;TESTASDGASDGASD;TESTESTADSGSA,TESTTESTLAIASDAS;1XY1RZ770BU7;TEST3SDGASDGASD,NOT,NOT2020-08-25 13:14:45,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTTESTTEST;TESTTEST22222;TEST3333TEST;OLTESTSTESTTSET;TESTASDGASDGASD;TESTESTADSGSA,TESTTESTLAIASDAS;1XY1RZ770BU7;TEST3SDGASDGASD,NOT,NOT2020-08-25 13:14:45,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTTESTTEST;TESTTEST22222;TEST3333TEST;OLTESTSTESTTSET;TESTASDGASDGASD;TESTESTADSGSA,TESTTESTLAIASDAS;1XY1RZ770BU7;TEST3SDGASDGASD,NOT,TKGF0156-32020-08-25 13:15:35,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTTESTTEST;TESTTEST22222;TEST3333TEST;OLTESTSTESTTSET;TESTASDGASDGASD;TESTESTADSGSA,TESTTESTLAIASDAS;1XY1RZ770BU7;TEST3SDGASDGASD,NOT,TKGF0156-32020-08-25 13:15:35,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTTESTTEST;TESTTEST22222;TEST3333TEST;OLTESTSTESTTSET;TESTASDGASDGASD;TESTESTADSGSA,TESTTESTLAIASDAS;1XY1RZ770BU7;TEST3SDGASDGASD,FSDHASDFGHSADF;2XY1RZ770BU7,TKGF0156-32020-08-25 13:43:33,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTTESTTEST;TESTTEST22222;TEST3333TEST;OLTESTSTESTTSET;TESTASDGASDGASD;TESTESTADSGSA,TESTTESTLAIASDAS;1XY1RZ770BU7;TEST3SDGASDGASD,FSDHASDFGHSADF;2XY1RZ770BU7,TKGF0156-32020-08-25 13:43:33,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ABCABACABACAB;ASDGASDGAS;TESTABCASDGASD;ASDGASDGASDG;OLASDGASDGASD;AGASDFGASDFA,ASDFGASDGFAS;ASDGASDGA;1XY1RZ770BU7,NOT,NOT2020-08-25 13:47:48,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ABCABACABACAB;ASDGASDGAS;TESTABCASDGASD;ASDGASDGASDG;OLASDGASDGASD;AGASDFGASDFA,ASDFGASDGFAS;ASDGASDGA;1XY1RZ770BU7,NOT,NOT2020-08-25 13:47:48,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTABACABASDFGASD;TESTADSGSADGASD;OLTESTTESTTEST;TSTASDGASDASDGASDGAD;ASDGASDGASD;ASDGASDGAS,NOT,NOT,NOT2020-08-25 13:48:47,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTABACABASDFGASD;TESTADSGSADGASD;OLTESTTESTTEST;TSTASDGASDASDGASDGAD;ASDGASDGASD;ASDGASDGAS,NOT,NOT,NOT2020-08-25 13:48:47,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,DAGASDGASDGASG;ASDGASDGFASDGASD;ASDGASDGASDGASD;ASDGASDFGASDFG;ASHGASDFGASDGASD;OLGASDGASDGASDG,NOT,NOT,NOT2020-08-25 13:50:37,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,DAGASDGASDGASG;ASDGASDGFASDGASD;ASDGASDGASDGASD;ASDGASDFGASDFG;ASHGASDFGASDGASD;OLGASDGASDGASDG,NOT,NOT,NOT2020-08-25 13:50:37,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,DAGASDGASDGASG;ASDGASDGFASDGASD;ASDGASDGASDGASD;ASDGASDFGASDFG;ASHGASDFGASDGASD;OLGASDGASDGASDG,ZCVBZXCVZXCV;XCBZXCVBZX;1XY1RZ770BU7,NOT,NOT2020-08-25 13:56:12,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,DAGASDGASDGASG;ASDGASDGFASDGASD;ASDGASDGASDGASD;ASDGASDFGASDFG;ASHGASDFGASDGASD;OLGASDGASDGASDG,ZCVBZXCVZXCV;XCBZXCVBZX;1XY1RZ770BU7,NOT,NOT2020-08-25 13:56:12,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,DAGASDGASDGASG;ASDGASDGFASDGASD;ASDGASDGASDGASD;ASDGASDFGASDFG;ASHGASDFGASDGASD;OLGASDGASDGASDG,ZCVBZXCVZXCV;XCBZXCVBZX;1XY1RZ770BU7,NOT,TKGF0156-32020-08-25 13:56:58,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,DAGASDGASDGASG;ASDGASDGFASDGASD;ASDGASDGASDGASD;ASDGASDFGASDFG;ASHGASDFGASDGASD;OLGASDGASDGASDG,ZCVBZXCVZXCV;XCBZXCVBZX;1XY1RZ770BU7,NOT,TKGF0156-32020-08-25 13:56:58,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTASGASDGASD;TESTASDFGHASDGFASD;ATESTASGASDFGA;RTERRASDGASDG;AASGASDGASD;OLASGASDGASDFG,NOT,NOT,NOT2020-08-25 13:58:04,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTASGASDGASD;TESTASDFGHASDGFASD;ATESTASGASDFGA;RTERRASDGASDG;AASGASDGASD;OLASGASDGASDFG,NOT,NOT,NOT2020-08-25 13:58:04,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTASGASDGASD;TESTASDFGHASDGFASD;ATESTASGASDFGA;RTERRASDGASDG;AASGASDGASD;OLASGASDGASDFG,SADFASDFAS;1XY1RZ770BU7;AGASDFGASDFAS,NOT,NOT2020-08-25 14:00:25,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTASGASDGASD;TESTASDFGHASDGFASD;ATESTASGASDFGA;RTERRASDGASDG;AASGASDGASD;OLASGASDGASDFG,SADFASDFAS;1XY1RZ770BU7;AGASDFGASDFAS,NOT,NOT2020-08-25 14:00:25,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTASGASDGASD;TESTASDFGHASDGFASD;ATESTASGASDFGA;RTERRASDGASDG;AASGASDGASD;OLASGASDGASDFG,SADFASDFAS;1XY1RZ770BU7;AGASDFGASDFAS,NOT,TKGF0156-32020-08-25 14:01:04,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,TESTASGASDGASD;TESTASDFGHASDGFASD;ATESTASGASDFGA;RTERRASDGASDG;AASGASDGASD;OLASGASDGASDFG,SADFASDFAS;1XY1RZ770BU7;AGASDFGASDFAS,NOT,TKGF0156-32020-08-25 14:01:04,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,123SGASDFGAS;ASDFGASDFASDF123;123ASDFGASDFAS;OLASDGASDGFASDGAS;OLASDGASDFGASDFASFA;ASDGFASDFASD,SADFASDFAS;1XY1RZ770BU7;AGASDFGASDFAS,NOT,TKGF0156-32020-08-25 14:02:55,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,123SGASDFGAS;ASDFGASDFASDF123;123ASDFGASDFAS;OLASDGASDGFASDGAS;OLASDGASDFGASDFASFA;ASDGFASDFASD,SADFASDFAS;1XY1RZ770BU7;AGASDFGASDFAS,NOT,TKGF0156-32020-08-25 14:02:55,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,123SGASDFGAS;ASDFGASDFASDF123;123ASDFGASDFAS;OLASDGASDGFASDGAS;OLASDGASDFGASDFASFA;ASDGFASDFASD,SADFASDFASDF;AFSDFASDFASDFASDFAS;1XY1RZ770BU7,NOT,TKGF0156-32020-08-25 15:07:02,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,123SGASDFGAS;ASDFGASDFASDF123;123ASDFGASDFAS;OLASDGASDGFASDGAS;OLASDGASDFGASDFASFA;ASDGFASDFASD,SADFASDFASDF;AFSDFASDFASDFASDFAS;1XY1RZ770BU7,NOT,TKGF0156-32020-08-25 15:07:02,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,123SGASDFGAS;ASDFGASDFASDF123;123ASDFGASDFAS;OLASDGASDGFASDGAS;OLASDGASDFGASDFASFA;ASDGFASDFASD,TESTTESTTEST;TESTTESTTESTTESTTEST;1XY1RZ770BU7,NOT,TKGF0156-32020-08-25 15:08:54,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,123SGASDFGAS;ASDFGASDFASDF123;123ASDFGASDFAS;OLASDGASDGFASDGAS;OLASDGASDFGASDFASFA;ASDGFASDFASD,TESTTESTTEST;TESTTESTTESTTESTTEST;1XY1RZ770BU7,NOT,TKGF0156-32020-08-25 15:08:54,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,123SGASDFGAS;ASDFGASDFASDF123;123ASDFGASDFAS;OLASDGASDGFASDGAS;OLASDGASDFGASDFASFA;ASDGFASDFASD,TESTTESTTEST;TESTTESTTESTTESTTEST;1XY1RZ770BU7,NOT,NOT2020-08-25 15:15:01,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,123SGASDFGAS;ASDFGASDFASDF123;123ASDFGASDFAS;OLASDGASDGFASDGAS;OLASDGASDFGASDFASFA;ASDGFASDFASD,TESTTESTTEST;TESTTESTTESTTESTTEST;1XY1RZ770BU7,NOT,NOT2020-08-25 15:15:01,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ASGASDGFASDF;TESTEASDGASDFGA;OLASTASETASDFGASDF;TETASDFGASD;ASDFASDGASDG;ASDGASDGASDGASD,NOT,NOT,NOT2020-08-25 15:33:00,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ASGASDGFASDF;TESTEASDGASDFGA;OLASTASETASDFGASDF;TETASDFGASD;ASDFASDGASDG;ASDGASDGASDGASD,NOT,NOT,NOT2020-08-25 15:33:00,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ASGASDGFASDF;TESTEASDGASDFGA;OLASTASETASDFGASDF;TETASDFGASD;ASDFASDGASDG;ASDGASDGASDGASD,TESTTESTASDGASDG;1XY1RZ770BU7;BGASDGASDGASD,NOT,NOT2020-08-25 15:33:51,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ASGASDGFASDF;TESTEASDGASDFGA;OLASTASETASDFGASDF;TETASDFGASD;ASDFASDGASDG;ASDGASDGASDGASD,TESTTESTASDGASDG;1XY1RZ770BU7;BGASDGASDGASD,NOT,NOT2020-08-25 15:33:51,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ASGASDGFASDF;TESTEASDGASDFGA;OLASTASETASDFGASDF;TETASDFGASD;ASDFASDGASDG;ASDGASDGASDGASD,TESTTESTASDGASDG;1XY1RZ770BU7;BGASDGASDGASD,NOT,NOT2020-08-25 15:35:15,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ASGASDGFASDF;TESTEASDGASDFGA;OLASTASETASDFGASDF;TETASDFGASD;ASDFASDGASDG;ASDGASDGASDGASD,TESTTESTASDGASDG;1XY1RZ770BU7;BGASDGASDGASD,NOT,NOT2020-08-25 15:35:15,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ASGASDGFASDF;TESTEASDGASDFGA;OLASTASETASDFGASDF;TETASDFGASD;ASDFASDGASDG;ASDGASDGASDGASD,TESTTESTASDGASDG;1XY1RZ770BU7;BGASDGASDGASD,SGASDGASDGAS;2XY1RZ770BU7,NOT2020-08-25 16:03:57,
PT02,036,KITTING NOT SETTING IN PROCESS,202008036000999,ASGASDGFASDF;TESTEASDGASDFGA;OLASTASETASDFGASDF;TETASDFGASD;ASDFASDGASDG;ASDGASDGASDGASD,TESTTESTASDGASDG;1XY1RZ770BU7;BGASDGASDGASD,SGASDGASDGAS;2XY1RZ770BU7,NOT2020-08-25 16:03:57,
